trigram,count
CCONJ CCONJ PUNCT,307
PART PUNCT SCONJ,412
DET AUX X,148
AUX X DET,178
PART NUM ADV,228
ADV SCONJ SCONJ,440
NUM ADJ AUX,293
X PUNCT CCONJ,1001
ADV X DET,103
SCONJ PART PART,48
X PRON PART,29
PRON X ADP,188
PUNCT PART SCONJ,205
PART SCONJ PRON,360
SCONJ SCONJ NUM,229
AUX NUM PART,410
PART ADP PRON,989
PROPN PRON DET,659
PART ADV PRON,270
CCONJ PUNCT SCONJ,1894
DET DET X,134
NUM PRON NUM,143
PROPN PRON CCONJ,594
DET CCONJ PROPN,382
PROPN SCONJ AUX,314
SCONJ AUX PROPN,407
AUX PROPN ADV,371
VERB AUX NUM,451
INTJ PUNCT SCONJ,260
DET ADP ADP,548
NOUN SYM SYM,186
SYM SYM NOUN,187
ADV PROPN DET,218
SCONJ NOUN ADJ,520
VERB VERB X,185
VERB X X,894
SYM NOUN ADJ,597
X ADV DET,185
PUNCT NUM INTJ,560
NUM INTJ PUNCT,654
PROPN ADV SYM,104
ADV SYM PROPN,131
PROPN SYM PUNCT,565
SYM PUNCT PROPN,1989
CCONJ VERB AUX,573
NUM X ADJ,349
PROPN SYM DET,4034
SYM DET NOUN,1014
SYM DET PROPN,2985
SYM DET ADJ,485
SYM DET NUM,2461
NOUN SYM DET,506
SYM NOUN NUM,1621
NOUN X DET,531
SCONJ NUM DET,476
DET NUM DET,520
ADP PART SYM,415
DET DET PART,16
PRON NUM AUX,190
ADJ PART NUM,121
DET ADP ADV,483
X PROPN X,2865
ADV PROPN X,187
AUX ADP X,124
X NOUN PRON,617
NUM AUX PUNCT,637
VERB AUX NOUN,1009
PART NUM PART,77
ADV ADJ X,380
AUX ADV SYM,304
DET NOUN INTJ,320
NOUN INTJ DET,145
INTJ DET NOUN,310
VERB SCONJ SYM,84
NOUN PART ADP,1038
PART PRON NOUN,575
CCONJ DET CCONJ,147
ADJ AUX PUNCT,450
ADJ AUX SCONJ,328
SCONJ NUM NUM,338
CCONJ SYM DET,1441
NUM SCONJ NUM,591
SYM VERB SCONJ,11
SYM VERB ADV,41
VERB DET SCONJ,311
X VERB NUM,375
PROPN X AUX,166
NOUN CCONJ CCONJ,470
CCONJ CCONJ PROPN,734
PROPN SYM SYM,216
SYM SYM NUM,328
CCONJ DET SCONJ,87
NUM VERB AUX,156
PART PROPN X,227
PART ADP ADP,371
NUM SYM PROPN,8211
INTJ PROPN X,109
INTJ PROPN AUX,118
PUNCT INTJ X,89
INTJ X PROPN,96
PUNCT INTJ VERB,711
INTJ VERB DET,176
INTJ NOUN AUX,59
INTJ NOUN X,69
X INTJ PROPN,78
INTJ PROPN NOUN,496
VERB NOUN X,899
ADJ DET ADP,401
DET PRON X,87
X AUX PUNCT,191
PART ADV PROPN,516
VERB PUNCT SYM,569
ADJ NUM SCONJ,303
SCONJ PART ADP,468
X NOUN X,1156
NOUN X PART,184
PRON CCONJ AUX,890
ADJ ADJ DET,368
ADP SYM ADP,361
SYM ADP PUNCT,268
INTJ NOUN ADP,401
VERB PART NUM,60
INTJ ADV VERB,90
ADP PROPN INTJ,259
PROPN INTJ PART,29
INTJ PART AUX,5
ADV ADP X,372
DET ADP CCONJ,93
PUNCT ADJ SYM,1188
SYM ADJ SYM,276
SYM VERB PUNCT,354
ADP PART PROPN,50
AUX ADP SYM,217
PROPN AUX SYM,240
ADV ADP SYM,379
NUM PROPN SCONJ,982
X VERB PROPN,826
VERB SYM PROPN,550
NUM NOUN INTJ,611
INTJ VERB SCONJ,32
AUX PROPN AUX,452
ADJ X CCONJ,149
X CCONJ ADJ,171
CCONJ PART PRON,449
PART PRON ADJ,301
AUX SCONJ ADV,312
AUX DET SYM,214
AUX PRON SCONJ,420
PROPN ADP PART,627
SCONJ PART AUX,456
NOUN PRON SCONJ,144
NOUN SCONJ PART,1099
NOUN PART SYM,107
NUM AUX PRON,459
PART PRON CCONJ,27
PRON NUM DET,211
VERB PRON SYM,554
PUNCT SCONJ SYM,56
SCONJ SCONJ PUNCT,345
PART NUM ADP,708
PROPN PART PART,783
NOUN SYM PUNCT,881
X ADV NOUN,200
VERB NUM AUX,877
AUX PROPN SCONJ,134
AUX CCONJ ADV,365
AUX NUM SCONJ,193
AUX INTJ PROPN,10
X AUX X,332
PART DET PUNCT,769
PART PUNCT INTJ,100
ADJ AUX NUM,315
INTJ PROPN NUM,878
SCONJ PUNCT NUM,969
CCONJ CCONJ PRON,44
CCONJ CCONJ CCONJ,420
ADP VERB X,248
PART PART PUNCT,124
VERB CCONJ X,158
DET NUM PART,1048
ADP CCONJ NUM,448
NOUN ADJ DET,835
NOUN INTJ ADV,105
INTJ ADV ADP,78
PRON SCONJ PART,271
ADP SYM PROPN,362
ADV NUM AUX,671
AUX ADJ SYM,224
NOUN INTJ PRON,159
PART PROPN ADV,605
PUNCT SYM DET,660
CCONJ SYM ADJ,26
X SCONJ AUX,32
X AUX PRON,75
PART CCONJ AUX,194
X AUX PART,215
PUNCT INTJ PRON,525
DET PART PUNCT,181
SCONJ PRON PART,264
INTJ PRON VERB,231
ADP PART PUNCT,222
INTJ AUX PUNCT,17
ADP PART CCONJ,4
SCONJ NOUN SCONJ,163
PART ADV NUM,229
PRON NUM SYM,369
NUM CCONJ SCONJ,385
PART NUM CCONJ,278
DET SYM PROPN,215
INTJ NOUN PRON,43
ADJ VERB AUX,256
ADJ PART ADJ,1031
DET SCONJ DET,396
INTJ ADP NOUN,128
PUNCT SYM SYM,107
SYM SYM PROPN,98
PUNCT INTJ SYM,50
INTJ SYM PROPN,56
ADJ PUNCT INTJ,408
INTJ SYM PUNCT,4
SYM PUNCT NUM,320
NUM ADV PRON,278
INTJ ADP PROPN,405
SCONJ NUM PRON,300
PUNCT AUX X,243
PRON PROPN X,304
NUM ADV PART,117
SCONJ PROPN X,173
NOUN X PRON,471
SYM NOUN PRON,180
DET PRON PRON,351
AUX NOUN X,89
ADJ PART PART,268
PRON ADJ SYM,79
NUM NUM PRON,718
ADJ PRON PRON,182
PART NUM DET,118
NUM DET PART,81
DET PART PROPN,26
PROPN ADJ PRON,179
DET PART ADJ,78
PRON DET PRON,168
DET PRON DET,140
X NUM CCONJ,88
ADP X NUM,302
AUX PRON NUM,232
AUX DET PRON,895
PRON PRON PART,69
NOUN SYM PRON,41
SYM PRON PUNCT,208
DET PRON PUNCT,364
ADJ DET PRON,50
ADJ PRON ADJ,214
AUX PART SCONJ,202
DET PUNCT INTJ,178
PRON X CCONJ,30
X CCONJ DET,236
DET X PRON,64
PART DET X,47
DET X PART,9
X PART ADP,28
PRON X ADJ,403
VERB SYM PUNCT,126
PRON VERB INTJ,216
VERB PART X,197
X PRON ADV,204
ADV NOUN SYM,224
SYM PUNCT ADJ,239
PROPN PART SYM,298
CCONJ CCONJ NUM,114
CCONJ VERB INTJ,28
ADP ADV SCONJ,439
SCONJ AUX NOUN,230
DET CCONJ AUX,206
ADJ PUNCT SYM,369
CCONJ ADP CCONJ,506
PART X X,109
DET ADV PRON,283
PRON ADV PROPN,401
AUX NUM PRON,262
CCONJ X ADP,206
SCONJ DET X,393
PROPN DET PART,23
X PROPN ADJ,483
NOUN ADJ X,253
CCONJ ADJ SYM,306
DET SYM ADJ,24
DET PROPN INTJ,148
ADP CCONJ SCONJ,199
CCONJ PART SCONJ,88
PART PRON ADV,102
PROPN INTJ CCONJ,60
INTJ CCONJ PRON,37
PUNCT PRON SCONJ,381
ADJ NUM SYM,1774
PROPN ADJ INTJ,77
ADJ INTJ PUNCT,136
NUM SCONJ PART,101
NOUN PRON PART,276
PROPN PRON PART,317
SYM VERB ADJ,129
PRON NUM NUM,619
NUM X SCONJ,17
X SCONJ ADP,72
SYM PRON ADJ,118
ADJ PART ADP,94
PRON SCONJ ADV,142
PART PUNCT PART,119
SCONJ SCONJ AUX,57
SCONJ ADJ SCONJ,42
PUNCT X PART,237
X X AUX,274
X X CCONJ,352
X ADV X,118
X SYM PUNCT,48
SYM NOUN X,150
VERB ADJ AUX,449
X CCONJ SCONJ,63
ADP CCONJ AUX,978
SYM PUNCT VERB,313
X SYM NOUN,158
DET CCONJ CCONJ,12
CCONJ CCONJ ADJ,103
SCONJ AUX PUNCT,123
X SCONJ NOUN,106
SCONJ X PROPN,353
NOUN ADV X,196
X ADV PROPN,151
PUNCT SYM ADJ,423
X PUNCT PART,323
ADP PUNCT SYM,268
PUNCT SYM PRON,51
SYM PRON VERB,152
SYM PRON X,5
SYM PRON INTJ,1
PRON INTJ ADV,12
INTJ ADV PUNCT,161
PUNCT SYM X,230
X PRON PRON,164
PRON PUNCT SYM,167
PART ADJ AUX,268
X AUX NOUN,53
PRON ADP X,162
ADP X ADJ,790
X ADV SYM,5
ADV SYM ADJ,37
SYM PUNCT ADP,150
SCONJ PUNCT SYM,146
SYM SYM PUNCT,132
X VERB ADJ,505
ADJ SYM VERB,83
INTJ PRON PUNCT,141
INTJ X PUNCT,36
SYM PUNCT CCONJ,30
NOUN SYM X,183
SYM X PROPN,127
PRON NOUN INTJ,125
CCONJ PUNCT SYM,81
ADV CCONJ CCONJ,19
CCONJ SYM NOUN,178
SYM X ADJ,19
SYM X NOUN,114
X VERB VERB,1403
X PUNCT SYM,156
SYM X X,111
PRON ADJ PRON,187
NUM PART ADV,492
CCONJ ADV INTJ,18
ADV INTJ ADP,52
ADV INTJ NUM,6
INTJ NUM NOUN,428
PROPN PART SCONJ,142
PART SCONJ PROPN,57
ADV CCONJ NUM,370
PART NUM AUX,163
X X NUM,842
X SYM X,37
X X SCONJ,145
X ADJ SCONJ,44
ADV NUM SYM,1715
SCONJ NOUN DET,169
PART PART ADV,186
NUM ADJ SYM,244
PART DET NUM,158
SYM PRON AUX,132
VERB X CCONJ,113
X CCONJ NOUN,286
AUX PRON CCONJ,287
PROPN ADJ X,264
NUM ADJ X,122
PROPN CCONJ INTJ,99
CCONJ INTJ ADP,57
PART PROPN SYM,450
VERB X NUM,330
X NUM X,836
DET VERB X,219
ADV NUM X,78
VERB PART PROPN,663
PUNCT INTJ INTJ,587
INTJ INTJ PROPN,632
INTJ PROPN CCONJ,186
PROPN VERB INTJ,258
VERB INTJ ADP,201
X VERB X,305
NUM X NUM,1299
PART ADJ DET,275
CCONJ ADJ X,400
ADJ X ADP,307
PUNCT INTJ CCONJ,188
INTJ CCONJ NOUN,70
NOUN PRON SYM,80
ADJ DET DET,140
X AUX AUX,200
NOUN INTJ ADP,164
INTJ X NOUN,27
PROPN SYM PRON,197
PROPN INTJ PRON,97
INTJ PRON PROPN,160
ADV PRON NUM,64
INTJ PUNCT AUX,200
PROPN INTJ ADV,82
INTJ ADV PROPN,33
ADV PRON SCONJ,29
X DET ADV,136
ADJ PRON PROPN,230
SYM VERB ADP,326
SYM PRON ADP,29
PRON PROPN SYM,246
PROPN DET INTJ,36
DET INTJ PRON,56
ADV AUX SCONJ,290
ADV PART PART,99
INTJ NOUN ADV,81
PUNCT PART X,59
PART X PRON,17
PRON ADP INTJ,7
ADP INTJ ADP,44
NUM AUX SYM,140
PRON SCONJ NUM,82
DET CCONJ ADV,228
ADJ DET ADV,155
NUM PRON ADP,74
DET ADV X,139
CCONJ SCONJ CCONJ,113
SCONJ CCONJ SCONJ,445
SCONJ PART PRON,81
SCONJ PROPN DET,245
PART ADV PART,330
NOUN DET SYM,98
PRON ADJ DET,247
AUX NUM X,41
CCONJ SCONJ SYM,8
SCONJ SYM ADP,3
SYM ADP PROPN,120
INTJ INTJ INTJ,2963
INTJ INTJ PUNCT,553
INTJ INTJ DET,184
INTJ DET VERB,63
NUM X PRON,93
PRON CCONJ ADJ,750
AUX DET SCONJ,86
AUX NOUN AUX,438
NOUN PART PRON,251
ADV NUM ADV,406
AUX X X,178
AUX SCONJ SCONJ,358
SCONJ CCONJ NOUN,60
ADJ ADP INTJ,22
VERB DET INTJ,33
DET INTJ ADJ,20
INTJ ADJ ADP,61
PUNCT ADV INTJ,155
ADV INTJ DET,18
AUX VERB INTJ,142
AUX DET INTJ,10
DET INTJ NOUN,56
NOUN INTJ INTJ,564
INTJ INTJ VERB,56
INTJ VERB PRON,170
PROPN NUM X,1416
NUM X ADV,69
SCONJ CCONJ PROPN,276
SCONJ X ADP,46
NUM SYM CCONJ,26
SYM CCONJ PROPN,63
INTJ PUNCT SYM,21
DET NUM X,143
SCONJ ADP SCONJ,89
SCONJ NUM SYM,104
PROPN ADJ AUX,194
NUM NUM X,1173
X ADP ADV,92
X NUM NUM,748
NUM ADJ SCONJ,80
DET PRON NUM,48
INTJ PROPN VERB,168
PRON PRON CCONJ,201
VERB ADJ SYM,310
SCONJ CCONJ VERB,113
PUNCT SYM VERB,312
PUNCT INTJ ADJ,264
SYM PROPN PART,543
NOUN SYM INTJ,43
SYM INTJ NOUN,56
X ADP X,205
ADP NUM INTJ,94
CCONJ PART NUM,77
PART ADP PART,57
NUM DET DET,241
ADJ ADV SYM,62
ADV DET X,186
CCONJ ADP SCONJ,129
VERB PART PRON,214
DET INTJ ADP,19
X X PART,116
PRON PROPN SCONJ,187
CCONJ X PART,47
PROPN INTJ VERB,230
INTJ PRON NOUN,208
PART DET AUX,213
ADV PART ADP,240
PRON SCONJ ADJ,232
X ADV PRON,132
CCONJ ADV SYM,116
NOUN ADP INTJ,178
ADP INTJ PROPN,132
PART AUX SYM,136
ADV ADJ INTJ,19
PUNCT INTJ DET,178
INTJ DET DET,10
ADP SYM AUX,4
SYM AUX VERB,43
CCONJ INTJ PROPN,68
NUM DET PRON,210
VERB INTJ AUX,25
INTJ DET PROPN,299
VERB INTJ VERB,59
INTJ VERB ADJ,55
X CCONJ VERB,223
NUM SYM VERB,140
PRON PROPN INTJ,51
PRON PART ADJ,632
CCONJ X ADJ,429
DET SYM NOUN,186
SCONJ X ADJ,63
SCONJ CCONJ ADJ,70
ADJ DET CCONJ,18
PUNCT ADJ INTJ,131
SCONJ PUNCT PART,203
AUX PUNCT SYM,68
SCONJ AUX AUX,72
CCONJ PART X,27
SCONJ CCONJ ADP,82
DET ADV PART,57
AUX INTJ ADV,23
INTJ ADV ADJ,73
SYM DET DET,18
ADJ PRON CCONJ,57
NOUN INTJ CCONJ,72
INTJ CCONJ PUNCT,16
INTJ CCONJ PROPN,148
ADJ CCONJ INTJ,24
NUM INTJ INTJ,261
INTJ ADJ INTJ,14
ADJ INTJ INTJ,53
CCONJ INTJ CCONJ,14
INTJ CCONJ VERB,53
PROPN INTJ ADJ,145
PROPN SYM INTJ,152
INTJ VERB NOUN,212
INTJ ADJ PUNCT,144
INTJ INTJ ADV,31
PROPN ADV INTJ,101
ADP CCONJ PART,139
SYM VERB PROPN,283
NUM ADV SCONJ,207
X ADV ADP,521
PART PRON ADP,49
PROPN X PART,97
X PRON PROPN,140
NOUN NUM INTJ,822
NOUN VERB INTJ,248
SCONJ PRON PRON,665
X ADJ X,219
ADV X CCONJ,21
SCONJ CCONJ PUNCT,25
PUNCT PRON SYM,286
PRON SYM NOUN,191
DET AUX SYM,41
SYM NOUN SCONJ,127
X NUM PART,21
INTJ PROPN INTJ,132
VERB ADP INTJ,151
INTJ ADP NUM,77
DET ADJ INTJ,79
ADJ INTJ NOUN,111
NUM ADJ INTJ,20
ADP INTJ NOUN,69
NOUN ADV SYM,89
VERB INTJ PROPN,280
ADP NOUN INTJ,148
X SCONJ X,42
X PUNCT INTJ,89
INTJ ADV PRON,31
PRON SCONJ CCONJ,28
SYM NOUN PART,181
SCONJ CCONJ PRON,135
DET ADP SYM,42
ADJ PRON NUM,35
PRON ADV SYM,38
SYM VERB NUM,264
INTJ VERB ADV,49
DET ADV SYM,44
PROPN SYM PART,144
SYM PART ADJ,28
SYM PART PROPN,221
NOUN SYM PART,192
DET CCONJ PART,47
AUX PROPN X,154
INTJ PROPN DET,143
CCONJ CCONJ DET,234
AUX NUM DET,132
ADV SYM NOUN,91
CCONJ ADV X,200
ADV X ADP,267
NUM ADJ PART,114
PRON ADV NUM,352
NUM NUM INTJ,293
ADJ PROPN INTJ,164
AUX AUX SYM,95
ADV DET PART,18
ADP DET INTJ,110
DET INTJ ADV,8
X NUM PRON,30
PROPN SYM AUX,16
SYM AUX PROPN,5
ADP PART ADJ,295
PUNCT PART SYM,7
PART SYM ADJ,8
PRON NUM ADV,128
SYM AUX NOUN,8
AUX SCONJ CCONJ,53
X PRON SYM,6
ADJ SCONJ PART,220
X SCONJ ADJ,57
SCONJ PART PROPN,158
NUM PRON PART,52
PROPN SCONJ SYM,10
SCONJ SYM PROPN,20
ADJ SCONJ SYM,6
NOUN SYM CCONJ,53
SCONJ AUX NUM,80
AUX X NUM,66
X NUM SCONJ,18
ADJ INTJ CCONJ,14
INTJ CCONJ INTJ,40
ADV NUM SCONJ,99
PART SYM PROPN,36
CCONJ X DET,239
ADV NUM PRON,160
NUM CCONJ CCONJ,96
ADJ ADV AUX,339
ADJ CCONJ CCONJ,72
VERB CCONJ CCONJ,79
PROPN DET CCONJ,71
PRON SCONJ INTJ,5
SCONJ INTJ PUNCT,10
DET X ADV,228
SCONJ PART PUNCT,204
DET SCONJ SCONJ,24
PRON PART DET,55
ADP SYM ADJ,40
NUM PART CCONJ,65
PART CCONJ NUM,132
PUNCT SYM ADP,450
SYM ADP ADP,35
SYM ADP NUM,112
CCONJ SYM ADP,18
PUNCT INTJ NUM,112
INTJ NUM PROPN,426
PROPN INTJ NUM,292
X INTJ NUM,6
PART SYM INTJ,1
SYM INTJ NUM,3
PART NOUN INTJ,74
NOUN INTJ NUM,150
PART PROPN INTJ,37
PROPN PART INTJ,52
PART INTJ INTJ,14
INTJ INTJ NUM,124
PROPN INTJ INTJ,546
PART NUM INTJ,11
NUM INTJ NUM,594
INTJ NUM PUNCT,120
PROPN INTJ X,55
ADV VERB INTJ,98
PROPN INTJ ADP,138
X ADJ PRON,21
PUNCT ADP INTJ,45
ADP INTJ PUNCT,118
ADP X CCONJ,191
DET SCONJ PUNCT,55
PART SCONJ DET,116
ADJ X SCONJ,49
X SCONJ PUNCT,121
X NUM ADP,232
DET X CCONJ,42
DET X DET,61
DET CCONJ SYM,7
SYM NOUN DET,270
PUNCT SYM ADV,111
SYM ADV DET,15
SYM PUNCT X,53
PART DET PART,4
VERB NUM SCONJ,195
X ADJ SYM,30
DET PART ADP,30
SYM NUM INTJ,67
NUM INTJ DET,119
NOUN DET PART,84
ADV X ADJ,336
CCONJ SCONJ X,72
SCONJ X DET,168
ADP AUX CCONJ,97
DET SCONJ ADV,46
ADP DET SCONJ,520
NUM X AUX,23
PROPN ADV X,117
ADJ X DET,85
ADP ADJ INTJ,14
PRON NUM CCONJ,212
SCONJ ADJ PART,260
CCONJ DET SYM,292
ADV AUX SYM,22
PROPN DET SYM,110
ADJ X PART,38
ADV AUX X,80
ADP CCONJ X,45
X DET ADP,108
ADP SCONJ AUX,86
X PART NUM,18
CCONJ AUX CCONJ,151
X PART DET,39
PRON SYM INTJ,68
SYM INTJ CCONJ,11
X CCONJ PRON,197
CCONJ PRON SYM,61
CCONJ CCONJ PART,10
PROPN INTJ AUX,51
ADJ SYM PUNCT,80
PART SCONJ ADJ,24
PROPN PRON SYM,359
PRON SYM PROPN,201
PROPN PRON X,110
ADJ INTJ X,6
X ADV CCONJ,67
SCONJ CCONJ NUM,41
X NUM DET,80
X PART ADV,69
AUX NUM AUX,44
SCONJ DET SCONJ,12
VERB SYM ADJ,178
DET SCONJ ADJ,70
PART ADP CCONJ,18
INTJ VERB VERB,39
SYM PROPN SCONJ,122
DET ADV SCONJ,86
ADV PART PRON,29
PART ADV X,61
CCONJ AUX X,83
ADP ADV INTJ,5
ADV INTJ NOUN,124
ADP ADV X,65
ADV AUX CCONJ,143
SCONJ AUX CCONJ,17
CCONJ NOUN INTJ,41
INTJ NOUN PART,23
VERB PART SCONJ,76
PROPN AUX X,268
PRON X PRON,97
AUX ADJ X,249
SYM VERB PRON,55
PART VERB INTJ,113
PROPN INTJ DET,227
INTJ DET ADJ,160
NUM ADJ PRON,151
AUX PART NUM,252
VERB SYM X,19
PRON SCONJ SYM,3
SYM DET X,4
NUM PRON PUNCT,275
SYM VERB DET,158
PRON SYM PUNCT,15
X NOUN SCONJ,208
ADJ SCONJ AUX,51
SCONJ PRON SCONJ,26
DET SCONJ PROPN,140
ADJ ADV X,21
ADP AUX SCONJ,75
NUM SYM ADP,38
NUM DET X,35
PUNCT PRON INTJ,58
ADV NOUN X,75
SCONJ SYM NOUN,6
SYM AUX DET,48
ADV NUM INTJ,43
NUM INTJ SYM,14
X DET NUM,115
PROPN X PRON,226
NOUN PART X,304
ADJ X NUM,148
DET X INTJ,4
X INTJ VERB,14
INTJ VERB PUNCT,182
DET X AUX,34
X VERB SCONJ,214
X NUM AUX,48
AUX PROPN ADJ,475
SCONJ X SCONJ,18
ADJ PART PROPN,136
SCONJ NUM ADV,141
AUX ADP PART,309
PRON ADV X,135
INTJ NUM INTJ,85
SCONJ DET PART,45
DET PART DET,29
PART X ADJ,182
X DET PRON,54
VERB ADJ INTJ,65
ADJ INTJ DET,54
SCONJ SCONJ CCONJ,28
CCONJ X AUX,94
NUM PART DET,204
NUM INTJ ADV,42
VERB NOUN INTJ,184
ADJ PRON PART,43
X ADJ VERB,89
ADJ AUX X,19
X NUM VERB,125
SYM X SYM,35
X PRON DET,66
SCONJ PART X,13
ADV X AUX,65
NOUN INTJ SYM,21
INTJ NOUN DET,47
SYM PROPN INTJ,23
INTJ VERB NUM,58
SYM ADJ NUM,216
NOUN INTJ SCONJ,52
INTJ SCONJ PRON,87
X ADJ PART,105
INTJ INTJ NOUN,348
PART ADV SYM,5
VERB PRON INTJ,104
PRON INTJ PUNCT,78
INTJ CCONJ X,5
SCONJ CCONJ X,6
ADJ PART X,92
ADJ X AUX,19
ADV CCONJ X,59
X ADJ NUM,122
X ADJ ADV,39
AUX PRON X,112
PART ADP SYM,22
PART SCONJ NUM,20
ADJ SYM ADV,35
SYM ADV VERB,32
NUM INTJ AUX,27
DET NUM INTJ,49
CCONJ SYM SYM,8
SYM SYM X,9
X CCONJ NUM,57
ADP SYM VERB,41
VERB INTJ DET,62
INTJ DET PUNCT,19
VERB AUX X,32
DET ADP AUX,89
INTJ X INTJ,16
X X INTJ,47
INTJ X X,40
X INTJ X,22
X INTJ INTJ,26
INTJ INTJ ADP,33
INTJ ADP ADP,18
ADV SYM DET,7
ADP SYM DET,36
ADJ SYM INTJ,2
SYM INTJ PUNCT,101
NOUN CCONJ INTJ,83
CCONJ INTJ AUX,27
INTJ AUX DET,61
INTJ VERB ADP,229
SYM DET VERB,47
SYM ADP DET,119
SYM ADV PROPN,32
PUNCT SYM CCONJ,62
SYM CCONJ SCONJ,3
SYM ADV SCONJ,1
DET PUNCT SYM,116
PART X ADP,26
PROPN DET SCONJ,30
DET SCONJ ADP,88
X VERB CCONJ,247
SCONJ ADJ X,48
AUX CCONJ NUM,130
X PROPN INTJ,42
ADP AUX SYM,11
AUX SYM PROPN,26
AUX X PUNCT,110
ADV INTJ VERB,34
NOUN INTJ ADJ,154
VERB INTJ ADJ,46
PUNCT AUX INTJ,11
AUX INTJ ADJ,4
INTJ ADJ VERB,9
VERB X SCONJ,161
CCONJ PRON SCONJ,45
PRON SCONJ PUNCT,467
INTJ NUM NUM,183
VERB INTJ NUM,24
PART ADJ X,101
ADJ PART PRON,12
X DET X,93
DET SCONJ X,4
VERB X PART,151
X NUM SYM,524
ADJ ADV INTJ,4
INTJ ADV ADV,34
NUM PART PRON,42
ADJ PRON INTJ,4
PRON INTJ VERB,46
INTJ VERB PART,34
AUX PROPN INTJ,10
NOUN AUX INTJ,46
NUM SYM DET,561
PUNCT PART CCONJ,65
ADJ DET SYM,14
NOUN PRON INTJ,46
PRON INTJ NOUN,45
NUM SYM SYM,178
SYM ADP NOUN,334
X NOUN SYM,163
PART X NUM,25
SYM SYM SYM,42
ADJ SYM SYM,61
PART PUNCT SYM,17
VERB SYM SYM,14
PRON DET SCONJ,22
INTJ X ADJ,10
PART CCONJ X,9
X PRON NUM,21
SCONJ ADP CCONJ,59
CCONJ PART CCONJ,16
PART CCONJ SCONJ,22
ADJ PRON SYM,137
SCONJ PART NUM,26
NUM PRON SYM,19
SYM INTJ PROPN,49
INTJ PRON PRON,26
CCONJ NUM INTJ,18
INTJ ADJ NUM,42
X SCONJ VERB,42
SCONJ DET SYM,114
PRON NUM PRON,68
PROPN AUX INTJ,49
NOUN X SYM,134
INTJ CCONJ ADJ,36
ADV DET CCONJ,42
ADJ PRON X,18
PART SCONJ SCONJ,7
X ADV SCONJ,70
SYM ADP SYM,35
INTJ NOUN INTJ,78
SCONJ ADP X,34
ADV PRON X,62
SYM SCONJ PRON,24
SYM DET PRON,5
INTJ AUX ADJ,32
SYM DET ADV,12
SYM ADV ADP,34
SYM ADV PUNCT,105
NUM SCONJ CCONJ,33
INTJ CCONJ DET,64
ADJ VERB SYM,58
ADV X NUM,46
PRON DET SYM,37
NUM PROPN INTJ,222
INTJ X CCONJ,2
INTJ NUM DET,11
INTJ DET NUM,176
NUM DET INTJ,8
DET INTJ NUM,6
INTJ INTJ PRON,84
PART PRON NUM,11
SYM PRON NUM,19
DET VERB INTJ,47
NUM ADV INTJ,17
ADV SYM CCONJ,10
PART SCONJ ADP,102
AUX INTJ ADP,13
ADJ PART SCONJ,18
INTJ PROPN ADJ,81
VERB INTJ CCONJ,57
SYM CCONJ ADV,7
PROPN SCONJ X,36
AUX SYM CCONJ,3
SYM CCONJ VERB,20
CCONJ ADP X,190
AUX X NOUN,136
INTJ AUX ADP,13
INTJ AUX PROPN,19
VERB INTJ ADV,38
ADP SYM PUNCT,74
ADJ SCONJ X,71
X PRON INTJ,3
PRON INTJ PROPN,46
PRON PART X,29
SCONJ X PART,6
PART CCONJ ADP,46
INTJ PRON NUM,10
NOUN PART SCONJ,50
PART SCONJ AUX,5
CCONJ ADP SYM,140
SYM PUNCT PRON,117
X SCONJ ADV,44
ADJ X SYM,12
X SYM CCONJ,2
AUX ADP INTJ,7
ADP INTJ NUM,7
PART CCONJ SYM,2
INTJ SYM NUM,34
ADJ INTJ PRON,15
PART PART ADJ,21
PUNCT SCONJ INTJ,22
NUM AUX CCONJ,56
PART DET SYM,4
ADV PART SYM,87
INTJ INTJ ADJ,56
DET PRON PART,33
PRON X NUM,39
ADP CCONJ CCONJ,40
CCONJ CCONJ SCONJ,5
X PART ADJ,35
ADJ X ADV,81
PART NUM SCONJ,15
NOUN SYM ADV,57
CCONJ SYM VERB,32
X PRON SCONJ,11
SCONJ AUX X,11
X ADJ AUX,30
SYM ADJ CCONJ,71
X INTJ ADJ,14
X NOUN DET,276
AUX CCONJ INTJ,3
PART ADJ SYM,62
NUM INTJ VERB,58
ADV SCONJ X,68
NUM DET SYM,39
INTJ DET ADP,7
ADV ADV INTJ,25
INTJ VERB X,21
PART CCONJ CCONJ,9
ADV PRON PART,85
NUM ADV X,11
ADV SCONJ CCONJ,55
SYM INTJ AUX,21
AUX PRON SYM,23
SCONJ PUNCT INTJ,65
PART X PROPN,133
SYM ADJ VERB,47
INTJ NUM PRON,4
PROPN PRON INTJ,47
PRON DET CCONJ,76
ADJ PRON SCONJ,25
PART INTJ PUNCT,31
VERB INTJ PART,6
INTJ PART PUNCT,14
PART SYM PUNCT,4
INTJ VERB CCONJ,16
X ADP AUX,16
ADP AUX X,30
ADV SYM ADP,18
CCONJ DET PART,104
SCONJ VERB X,26
PUNCT DET INTJ,58
DET INTJ PUNCT,67
INTJ PROPN PRON,43
INTJ AUX ADV,54
PART ADJ INTJ,15
ADJ INTJ NUM,9
ADP SYM SYM,13
AUX CCONJ X,16
PRON INTJ X,2
INTJ X ADV,8
ADP SYM ADV,12
SYM PUNCT INTJ,21
SYM PUNCT AUX,21
PART PART NOUN,30
